,TEMP_MAX,UMID_MED,UF,DT_MEDICAO,DC_NOME,UMID_MIN,TEMP_MED,CHUVA,CD_ESTACAO,VL_LATITUDE,VL_LONGITUDE,TEMP_MIN
0,30.5,69.3,RN,2007-01-07,NATAL,59.0,27.6,1.0,A304,-5.83722221,-35.20805555,25.3
1,30.6,72.4,RN,2007-01-08,NATAL,56.0,27.3,0.0,A304,-5.83722221,-35.20805555,26.4
2,30.2,77.0,RN,2007-01-09,NATAL,62.0,27.2,14.4,A304,-5.83722221,-35.20805555,24.6
3,30.4,72.0,RN,2007-01-10,NATAL,61.0,27.7,0.0,A304,-5.83722221,-35.20805555,26.3
4,30.4,72.3,RN,2007-01-11,NATAL,63.0,27.8,0.0,A304,-5.83722221,-35.20805555,26.3
5,29.9,69.7,RN,2007-01-12,NATAL,58.0,27.4,0.0,A304,-5.83722221,-35.20805555,26.2
6,30.6,69.0,RN,2007-01-13,NATAL,58.0,27.4,0.0,A304,-5.83722221,-35.20805555,25.8
7,30.9,72.5,RN,2007-01-14,NATAL,64.0,27.8,0.0,A304,-5.83722221,-35.20805555,26.4
8,30.6,72.5,RN,2007-01-15,NATAL,62.0,27.8,0.0,A304,-5.83722221,-35.20805555,26.7
9,30.9,72.3,RN,2007-01-16,NATAL,62.0,28.0,0.0,A304,-5.83722221,-35.20805555,26.6
10,30.4,77.8,RN,2007-01-17,NATAL,64.0,27.2,11.0,A304,-5.83722221,-35.20805555,24.5
11,30.8,70.3,RN,2007-01-18,NATAL,54.0,27.5,26.0,A304,-5.83722221,-35.20805555,22.1
12,30.8,71.3,RN,2007-01-19,NATAL,62.0,27.7,0.0,A304,-5.83722221,-35.20805555,26.1
13,30.6,74.0,RN,2007-01-20,NATAL,64.0,27.9,0.0,A304,-5.83722221,-35.20805555,26.5
14,30.6,70.3,RN,2007-01-21,NATAL,60.0,27.9,0.0,A304,-5.83722221,-35.20805555,26.6
15,30.6,70.3,RN,2007-01-22,NATAL,59.0,27.2,0.0,A304,-5.83722221,-35.20805555,23.6
16,30.3,70.0,RN,2007-01-23,NATAL,60.0,27.5,0.0,A304,-5.83722221,-35.20805555,25.9
17,30.5,72.2,RN,2007-01-24,NATAL,62.0,27.5,0.0,A304,-5.83722221,-35.20805555,25.2
18,30.9,73.0,RN,2007-01-25,NATAL,64.0,27.9,0.0,A304,-5.83722221,-35.20805555,26.6
19,30.7,71.5,RN,2007-01-26,NATAL,61.0,27.9,0.0,A304,-5.83722221,-35.20805555,26.6
20,31.1,67.8,RN,2007-01-27,NATAL,56.0,27.8,0.2,A304,-5.83722221,-35.20805555,26.0
21,30.6,71.0,RN,2007-01-28,NATAL,60.0,27.6,0.0,A304,-5.83722221,-35.20805555,24.3
22,31.4,73.8,RN,2007-01-29,NATAL,63.0,27.9,0.0,A304,-5.83722221,-35.20805555,26.5
23,30.8,74.9,RN,2007-01-30,NATAL,64.0,28.0,0.0,A304,-5.83722221,-35.20805555,26.1
24,31.0,73.9,RN,2007-01-31,NATAL,63.0,27.9,0.0,A304,-5.83722221,-35.20805555,25.0
25,30.7,75.5,RN,2007-02-01,NATAL,62.0,27.7,0.0,A304,-5.83722221,-35.20805555,26.4
26,31.2,75.3,RN,2007-02-02,NATAL,61.0,27.7,0.0,A304,-5.83722221,-35.20805555,24.4
27,31.6,73.0,RN,2007-02-03,NATAL,60.0,27.9,0.0,A304,-5.83722221,-35.20805555,25.4
28,31.2,75.0,RN,2007-02-04,NATAL,63.0,28.1,0.0,A304,-5.83722221,-35.20805555,25.9
29,31.6,73.0,RN,2007-02-05,NATAL,63.0,28.5,0.2,A304,-5.83722221,-35.20805555,27.3
30,31.7,71.0,RN,2007-02-06,NATAL,58.0,28.4,0.0,A304,-5.83722221,-35.20805555,26.9
31,31.1,69.8,RN,2007-02-07,NATAL,55.0,28.0,0.0,A304,-5.83722221,-35.20805555,24.9
32,30.8,73.3,RN,2007-02-08,NATAL,62.0,27.9,2.8,A304,-5.83722221,-35.20805555,25.6
33,31.1,69.4,RN,2007-02-09,NATAL,58.0,28.3,0.0,A304,-5.83722221,-35.20805555,26.9
34,30.8,71.7,RN,2007-02-10,NATAL,61.0,27.7,0.0,A304,-5.83722221,-35.20805555,24.7
35,31.0,69.8,RN,2007-02-11,NATAL,57.0,28.1,0.4,A304,-5.83722221,-35.20805555,26.4
36,31.3,73.5,RN,2007-02-12,NATAL,61.0,28.0,0.0,A304,-5.83722221,-35.20805555,26.1
37,32.1,73.8,RN,2007-02-13,NATAL,53.0,28.2,0.0,A304,-5.83722221,-35.20805555,25.9
38,31.0,79.8,RN,2007-02-14,NATAL,64.0,27.0,12.0,A304,-5.83722221,-35.20805555,23.7
39,31.5,78.7,RN,2007-02-15,NATAL,61.0,27.1,1.0,A304,-5.83722221,-35.20805555,26.0
40,30.7,73.8,RN,2007-02-16,NATAL,62.0,27.8,17.0,A304,-5.83722221,-35.20805555,24.2
41,30.8,68.4,RN,2007-02-17,NATAL,53.0,28.0,0.0,A304,-5.83722221,-35.20805555,26.8
42,30.8,71.5,RN,2007-02-18,NATAL,57.0,27.3,0.0,A304,-5.83722221,-35.20805555,24.7
43,29.1,78.1,RN,2007-02-19,NATAL,67.0,26.7,2.2,A304,-5.83722221,-35.20805555,24.3
44,30.5,76.1,RN,2007-02-20,NATAL,54.0,26.6,6.0,A304,-5.83722221,-35.20805555,24.3
45,30.4,75.2,RN,2007-02-21,NATAL,59.0,26.5,0.0,A304,-5.83722221,-35.20805555,23.3
46,30.6,78.6,RN,2007-02-22,NATAL,63.0,26.8,5.2,A304,-5.83722221,-35.20805555,23.3
47,30.9,78.0,RN,2007-02-23,NATAL,64.0,27.4,10.6,A304,-5.83722221,-35.20805555,23.4
48,30.9,74.9,RN,2007-02-24,NATAL,59.0,27.4,0.8,A304,-5.83722221,-35.20805555,24.1
49,30.7,75.1,RN,2007-02-25,NATAL,62.0,27.6,0.2,A304,-5.83722221,-35.20805555,24.6
50,31.2,68.5,RN,2007-02-26,NATAL,59.0,28.5,0.0,A304,-5.83722221,-35.20805555,27.0
51,31.4,70.3,RN,2007-02-27,NATAL,59.0,28.3,0.0,A304,-5.83722221,-35.20805555,25.6
52,30.9,79.3,RN,2007-02-28,NATAL,64.0,26.7,2.8,A304,-5.83722221,-35.20805555,24.0
53,28.9,84.5,RN,2007-03-01,NATAL,68.0,25.5,51.2,A304,-5.83722221,-35.20805555,23.4
54,30.7,72.0,RN,2007-03-02,NATAL,56.0,27.3,79.2,A304,-5.83722221,-35.20805555,23.2
55,30.7,75.5,RN,2007-03-03,NATAL,60.0,27.0,2.8,A304,-5.83722221,-35.20805555,23.6
56,30.8,71.8,RN,2007-03-04,NATAL,59.0,27.6,0.2,A304,-5.83722221,-35.20805555,24.2
57,30.9,71.0,RN,2007-03-05,NATAL,57.0,27.6,0.0,A304,-5.83722221,-35.20805555,23.6
58,31.2,72.0,RN,2007-03-06,NATAL,61.0,27.9,0.0,A304,-5.83722221,-35.20805555,24.7
59,30.8,73.3,RN,2007-03-07,NATAL,62.0,27.7,0.6,A304,-5.83722221,-35.20805555,24.7
60,31.0,73.3,RN,2007-03-08,NATAL,60.0,27.5,0.4,A304,-5.83722221,-35.20805555,23.8
61,31.1,72.0,RN,2007-03-09,NATAL,57.0,27.7,0.0,A304,-5.83722221,-35.20805555,23.8
62,30.8,74.4,RN,2007-03-10,NATAL,62.0,27.5,0.0,A304,-5.83722221,-35.20805555,23.8
63,30.8,73.7,RN,2007-03-11,NATAL,63.0,28.1,6.0,A304,-5.83722221,-35.20805555,24.8
64,31.3,71.8,RN,2007-03-12,NATAL,57.0,28.2,0.2,A304,-5.83722221,-35.20805555,25.6
65,30.2,76.4,RN,2007-03-13,NATAL,62.0,27.2,3.4,A304,-5.83722221,-35.20805555,24.6
66,30.8,73.9,RN,2007-03-14,NATAL,62.0,27.8,2.6,A304,-5.83722221,-35.20805555,25.1
67,30.7,76.3,RN,2007-03-15,NATAL,61.0,27.2,6.4,A304,-5.83722221,-35.20805555,23.9
68,30.6,74.3,RN,2007-03-16,NATAL,60.0,27.2,0.2,A304,-5.83722221,-35.20805555,24.1
69,30.8,78.3,RN,2007-03-17,NATAL,62.0,27.0,0.0,A304,-5.83722221,-35.20805555,23.8
70,,,RN,2007-03-18,NATAL,,,0.0,A304,-5.83722221,-35.20805555,27.9
71,,,RN,2007-03-19,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
72,,,RN,2007-03-20,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
73,,,RN,2007-03-21,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
74,,,RN,2007-03-22,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
75,,,RN,2007-03-23,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
76,,,RN,2007-03-24,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
77,,,RN,2007-03-25,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
78,,,RN,2007-03-26,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
79,,,RN,2007-03-27,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
80,,,RN,2007-03-28,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
81,,,RN,2007-03-29,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
82,,,RN,2007-03-30,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
83,,,RN,2007-03-31,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
84,,,RN,2007-04-01,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
85,,,RN,2007-04-02,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
86,,,RN,2007-04-03,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
87,,,RN,2007-04-04,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
88,,,RN,2007-04-05,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
89,,,RN,2007-04-06,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
90,,,RN,2007-04-07,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
91,,,RN,2007-04-08,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
92,,,RN,2007-04-09,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
93,,,RN,2007-04-10,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
94,,,RN,2007-04-11,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
95,,,RN,2007-04-12,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
96,,,RN,2007-04-13,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
97,,,RN,2007-04-14,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
98,,,RN,2007-04-15,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
99,,,RN,2007-04-16,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
100,,,RN,2007-04-17,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
101,,,RN,2007-04-18,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
102,,,RN,2007-04-19,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
103,,,RN,2007-04-20,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
104,,,RN,2007-04-21,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
105,,,RN,2007-04-22,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
106,,,RN,2007-04-23,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
107,,,RN,2007-04-24,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
108,,,RN,2007-04-25,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
109,,,RN,2007-04-26,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
110,,,RN,2007-04-27,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
111,,,RN,2007-04-28,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
112,,,RN,2007-04-29,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
113,,,RN,2007-04-30,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
114,,,RN,2007-05-01,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
115,,,RN,2007-05-02,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
116,,,RN,2007-05-03,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
117,,,RN,2007-05-04,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
118,,,RN,2007-05-05,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
119,,,RN,2007-05-06,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
120,,,RN,2007-05-07,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
121,,,RN,2007-05-08,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
122,,,RN,2007-05-09,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
123,,,RN,2007-05-10,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
124,,,RN,2007-05-11,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
125,,,RN,2007-05-12,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
126,,,RN,2007-05-13,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
127,,,RN,2007-05-14,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
128,,,RN,2007-05-15,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
129,,,RN,2007-05-16,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
130,,,RN,2007-05-17,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
131,,,RN,2007-05-18,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
132,,,RN,2007-05-19,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
133,,,RN,2007-05-20,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
134,,,RN,2007-05-21,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
135,,,RN,2007-05-22,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
136,,,RN,2007-05-23,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
137,,,RN,2007-05-24,NATAL,,,0.0,A304,-5.83722221,-35.20805555,
138,28.4,72.0,RN,2007-05-25,NATAL,68.0,27.6,0.0,A304,-5.83722221,-35.20805555,
139,28.3,78.2,RN,2007-05-26,NATAL,69.0,26.7,0.0,A304,-5.83722221,-35.20805555,26.4
140,29.8,72.4,RN,2007-05-27,NATAL,64.0,27.3,8.6,A304,-5.83722221,-35.20805555,24.1
141,29.5,75.8,RN,2007-05-28,NATAL,66.0,26.6,0.0,A304,-5.83722221,-35.20805555,23.1
142,29.9,76.9,RN,2007-05-29,NATAL,65.0,26.6,0.0,A304,-5.83722221,-35.20805555,23.1
143,30.8,77.0,RN,2007-05-30,NATAL,58.0,26.7,0.4,A304,-5.83722221,-35.20805555,23.4
144,28.1,83.9,RN,2007-05-31,NATAL,70.0,25.3,1.2,A304,-5.83722221,-35.20805555,24.4
145,29.6,80.3,RN,2007-06-01,NATAL,64.0,25.3,55.6,A304,-5.83722221,-35.20805555,21.7
146,29.1,83.4,RN,2007-06-02,NATAL,68.0,25.4,0.8,A304,-5.83722221,-35.20805555,23.0
147,26.8,88.7,RN,2007-06-03,NATAL,76.0,24.0,52.4,A304,-5.83722221,-35.20805555,22.9
148,29.5,81.3,RN,2007-06-04,NATAL,66.0,26.2,16.6,A304,-5.83722221,-35.20805555,22.9
149,29.7,79.0,RN,2007-06-05,NATAL,64.0,26.4,0.0,A304,-5.83722221,-35.20805555,24.4
150,27.6,81.6,RN,2007-06-06,NATAL,68.0,24.6,4.8,A304,-5.83722221,-35.20805555,22.6
151,30.2,77.0,RN,2007-06-07,NATAL,61.0,25.1,6.6,A304,-5.83722221,-35.20805555,22.0
152,28.7,81.7,RN,2007-06-08,NATAL,68.0,24.9,0.0,A304,-5.83722221,-35.20805555,23.2
153,26.3,87.0,RN,2007-06-09,NATAL,78.0,23.3,40.6,A304,-5.83722221,-35.20805555,21.4
154,29.1,79.1,RN,2007-06-10,NATAL,62.0,25.2,7.0,A304,-5.83722221,-35.20805555,22.6
155,29.2,79.0,RN,2007-06-11,NATAL,58.0,24.6,0.0,A304,-5.83722221,-35.20805555,21.8
156,29.3,84.8,RN,2007-06-12,NATAL,62.0,25.1,2.6,A304,-5.83722221,-35.20805555,22.9
157,29.0,83.9,RN,2007-06-13,NATAL,62.0,24.9,49.2,A304,-5.83722221,-35.20805555,22.1
158,29.3,78.5,RN,2007-06-14,NATAL,63.0,25.4,5.2,A304,-5.83722221,-35.20805555,22.3
159,28.6,81.0,RN,2007-06-15,NATAL,62.0,25.0,10.0,A304,-5.83722221,-35.20805555,21.7
160,29.4,77.4,RN,2007-06-16,NATAL,61.0,26.2,0.2,A304,-5.83722221,-35.20805555,23.0
161,27.0,90.9,RN,2007-06-17,NATAL,80.0,24.2,96.4,A304,-5.83722221,-35.20805555,22.3
162,24.7,91.7,RN,2007-06-18,NATAL,88.0,23.1,39.8,A304,-5.83722221,-35.20805555,22.5
163,27.8,83.7,RN,2007-06-19,NATAL,65.0,24.3,40.4,A304,-5.83722221,-35.20805555,22.1
164,29.1,76.3,RN,2007-06-20,NATAL,60.0,25.3,1.4,A304,-5.83722221,-35.20805555,21.8
165,29.0,77.7,RN,2007-06-21,NATAL,61.0,25.2,0.0,A304,-5.83722221,-35.20805555,22.2
166,27.9,84.6,RN,2007-06-22,NATAL,68.0,24.0,1.0,A304,-5.83722221,-35.20805555,21.9
167,28.8,80.9,RN,2007-06-23,NATAL,66.0,25.4,12.6,A304,-5.83722221,-35.20805555,22.2
168,29.2,76.4,RN,2007-06-24,NATAL,59.0,25.5,0.0,A304,-5.83722221,-35.20805555,22.5
169,29.1,72.0,RN,2007-06-25,NATAL,52.0,25.1,0.2,A304,-5.83722221,-35.20805555,21.2
170,28.9,78.3,RN,2007-06-26,NATAL,52.0,25.1,0.0,A304,-5.83722221,-35.20805555,21.9
171,28.7,81.3,RN,2007-06-27,NATAL,62.0,24.9,0.0,A304,-5.83722221,-35.20805555,21.9
172,28.7,80.9,RN,2007-06-28,NATAL,62.0,24.8,20.0,A304,-5.83722221,-35.20805555,22.2
173,28.9,78.0,RN,2007-06-29,NATAL,59.0,24.8,0.0,A304,-5.83722221,-35.20805555,21.3
174,28.8,83.0,RN,2007-06-30,NATAL,67.0,24.9,30.4,A304,-5.83722221,-35.20805555,21.4
175,26.4,84.8,RN,2007-07-01,NATAL,71.0,23.6,0.0,A304,-5.83722221,-35.20805555,22.4
176,28.9,81.3,RN,2007-07-02,NATAL,65.0,24.7,18.2,A304,-5.83722221,-35.20805555,22.0
177,28.9,76.2,RN,2007-07-03,NATAL,53.0,25.1,0.0,A304,-5.83722221,-35.20805555,22.2
178,29.0,76.3,RN,2007-07-04,NATAL,61.0,24.8,0.0,A304,-5.83722221,-35.20805555,21.6
179,28.6,80.8,RN,2007-07-05,NATAL,61.0,24.7,2.4,A304,-5.83722221,-35.20805555,22.7
180,28.6,77.8,RN,2007-07-06,NATAL,61.0,24.6,14.4,A304,-5.83722221,-35.20805555,21.4
181,27.6,81.8,RN,2007-07-07,NATAL,70.0,24.6,0.0,A304,-5.83722221,-35.20805555,21.4
182,27.3,78.0,RN,2007-07-08,NATAL,70.0,25.8,4.8,A304,-5.83722221,-35.20805555,23.6
183,28.3,77.6,RN,2007-07-09,NATAL,66.0,25.3,0.0,A304,-5.83722221,-35.20805555,22.0
184,28.5,75.5,RN,2007-07-10,NATAL,62.0,25.8,2.4,A304,-5.83722221,-35.20805555,23.4
185,28.1,77.5,RN,2007-07-11,NATAL,66.0,25.2,7.4,A304,-5.83722221,-35.20805555,22.7
186,28.2,79.0,RN,2007-07-12,NATAL,61.0,24.6,2.0,A304,-5.83722221,-35.20805555,21.6
187,28.2,81.8,RN,2007-07-13,NATAL,64.0,24.8,55.4,A304,-5.83722221,-35.20805555,22.2
188,28.0,81.6,RN,2007-07-14,NATAL,68.0,25.1,3.4,A304,-5.83722221,-35.20805555,22.7
189,28.3,80.8,RN,2007-07-15,NATAL,65.0,24.5,0.6,A304,-5.83722221,-35.20805555,22.1
190,28.3,78.5,RN,2007-07-16,NATAL,63.0,25.1,1.2,A304,-5.83722221,-35.20805555,22.2
191,27.7,81.2,RN,2007-07-17,NATAL,68.0,24.6,0.2,A304,-5.83722221,-35.20805555,21.5
192,28.3,78.8,RN,2007-07-18,NATAL,64.0,25.1,4.8,A304,-5.83722221,-35.20805555,22.4
193,28.1,74.0,RN,2007-07-19,NATAL,60.0,24.5,0.0,A304,-5.83722221,-35.20805555,20.4
194,28.2,73.3,RN,2007-07-20,NATAL,60.0,24.8,0.0,A304,-5.83722221,-35.20805555,20.6
195,28.2,77.6,RN,2007-07-21,NATAL,63.0,24.6,0.0,A304,-5.83722221,-35.20805555,21.2
196,28.0,82.5,RN,2007-07-22,NATAL,60.0,24.2,0.0,A304,-5.83722221,-35.20805555,21.9
197,28.2,80.6,RN,2007-07-23,NATAL,60.0,24.3,51.4,A304,-5.83722221,-35.20805555,21.7
198,28.6,73.8,RN,2007-07-24,NATAL,57.0,25.2,0.2,A304,-5.83722221,-35.20805555,21.6
199,28.4,79.3,RN,2007-07-25,NATAL,67.0,25.1,1.4,A304,-5.83722221,-35.20805555,22.1
200,28.6,80.1,RN,2007-07-26,NATAL,67.0,25.4,5.6,A304,-5.83722221,-35.20805555,22.5
201,28.0,78.0,RN,2007-07-27,NATAL,64.0,25.1,7.2,A304,-5.83722221,-35.20805555,22.8
202,28.7,76.3,RN,2007-07-28,NATAL,59.0,24.4,1.8,A304,-5.83722221,-35.20805555,20.7
203,28.1,81.8,RN,2007-07-29,NATAL,58.0,24.2,3.4,A304,-5.83722221,-35.20805555,21.9
204,28.6,74.2,RN,2007-07-30,NATAL,58.0,24.6,0.2,A304,-5.83722221,-35.20805555,21.4
205,28.6,73.8,RN,2007-07-31,NATAL,59.0,24.5,0.0,A304,-5.83722221,-35.20805555,20.7
206,28.6,74.5,RN,2007-08-01,NATAL,56.0,24.6,0.6,A304,-5.83722221,-35.20805555,20.7
207,28.6,67.3,RN,2007-08-02,NATAL,57.0,26.1,0.4,A304,-5.83722221,-35.20805555,23.4
208,29.1,73.1,RN,2007-08-03,NATAL,49.0,24.9,0.0,A304,-5.83722221,-35.20805555,21.2
209,29.0,75.1,RN,2007-08-04,NATAL,62.0,24.9,0.0,A304,-5.83722221,-35.20805555,21.2
210,28.4,80.8,RN,2007-08-05,NATAL,64.0,24.6,3.6,A304,-5.83722221,-35.20805555,21.7
211,28.0,83.7,RN,2007-08-06,NATAL,68.0,24.1,3.8,A304,-5.83722221,-35.20805555,21.7
212,28.5,77.2,RN,2007-08-07,NATAL,58.0,24.5,1.6,A304,-5.83722221,-35.20805555,21.3
213,28.3,80.2,RN,2007-08-08,NATAL,63.0,24.5,2.8,A304,-5.83722221,-35.20805555,22.4
214,28.8,77.2,RN,2007-08-09,NATAL,54.0,24.5,8.2,A304,-5.83722221,-35.20805555,21.7
215,28.6,78.8,RN,2007-08-10,NATAL,59.0,24.4,1.6,A304,-5.83722221,-35.20805555,21.4
216,28.6,75.3,RN,2007-08-11,NATAL,58.0,25.4,3.6,A304,-5.83722221,-35.20805555,22.8
217,27.6,76.8,RN,2007-08-12,NATAL,59.0,24.5,5.4,A304,-5.83722221,-35.20805555,22.2
218,28.2,76.3,RN,2007-08-13,NATAL,57.0,24.0,2.6,A304,-5.83722221,-35.20805555,20.2
219,27.4,79.5,RN,2007-08-14,NATAL,64.0,24.1,3.8,A304,-5.83722221,-35.20805555,21.0
220,28.7,77.4,RN,2007-08-15,NATAL,57.0,23.8,2.8,A304,-5.83722221,-35.20805555,20.7
221,26.3,83.1,RN,2007-08-16,NATAL,67.0,23.0,8.2,A304,-5.83722221,-35.20805555,20.7
222,27.7,77.8,RN,2007-08-17,NATAL,60.0,23.9,4.4,A304,-5.83722221,-35.20805555,21.1
223,28.2,74.4,RN,2007-08-18,NATAL,53.0,24.0,0.8,A304,-5.83722221,-35.20805555,21.1
224,27.9,82.5,RN,2007-08-19,NATAL,65.0,24.0,7.4,A304,-5.83722221,-35.20805555,21.1
225,27.0,86.8,RN,2007-08-20,NATAL,72.0,23.4,0.8,A304,-5.83722221,-35.20805555,21.6
226,27.7,80.1,RN,2007-08-21,NATAL,65.0,24.6,28.8,A304,-5.83722221,-35.20805555,22.6
227,28.7,78.3,RN,2007-08-22,NATAL,62.0,24.1,0.8,A304,-5.83722221,-35.20805555,21.2
228,28.3,74.4,RN,2007-08-23,NATAL,57.0,24.1,0.0,A304,-5.83722221,-35.20805555,20.2
229,28.8,76.5,RN,2007-08-24,NATAL,52.0,24.9,2.4,A304,-5.83722221,-35.20805555,21.6
230,28.7,78.5,RN,2007-08-25,NATAL,67.0,25.3,0.2,A304,-5.83722221,-35.20805555,23.0
231,29.0,71.6,RN,2007-08-26,NATAL,53.0,26.0,0.2,A304,-5.83722221,-35.20805555,24.6
232,28.5,74.3,RN,2007-08-27,NATAL,62.0,25.4,0.0,A304,-5.83722221,-35.20805555,22.1
233,28.4,70.3,RN,2007-08-28,NATAL,57.0,25.1,0.2,A304,-5.83722221,-35.20805555,21.8
234,29.1,70.7,RN,2007-08-29,NATAL,55.0,24.8,0.0,A304,-5.83722221,-35.20805555,21.1
235,28.0,81.6,RN,2007-08-30,NATAL,70.0,24.3,1.0,A304,-5.83722221,-35.20805555,21.5
236,28.2,72.7,RN,2007-08-31,NATAL,54.0,25.0,3.4,A304,-5.83722221,-35.20805555,22.0
237,28.7,76.1,RN,2007-09-01,NATAL,60.0,24.4,0.4,A304,-5.83722221,-35.20805555,21.2
238,28.9,71.6,RN,2007-09-02,NATAL,50.0,25.3,0.2,A304,-5.83722221,-35.20805555,22.9
239,28.7,72.6,RN,2007-09-03,NATAL,55.0,24.5,0.0,A304,-5.83722221,-35.20805555,20.9
240,29.3,74.5,RN,2007-09-04,NATAL,57.0,24.6,0.0,A304,-5.83722221,-35.20805555,20.8
241,28.8,77.7,RN,2007-09-05,NATAL,63.0,25.5,1.6,A304,-5.83722221,-35.20805555,23.1
242,27.8,80.2,RN,2007-09-06,NATAL,67.0,24.7,12.2,A304,-5.83722221,-35.20805555,22.1
243,28.5,82.4,RN,2007-09-07,NATAL,64.0,23.9,0.4,A304,-5.83722221,-35.20805555,21.2
244,28.2,78.5,RN,2007-09-08,NATAL,56.0,23.8,15.0,A304,-5.83722221,-35.20805555,20.9
245,28.9,76.7,RN,2007-09-09,NATAL,58.0,24.2,0.0,A304,-5.83722221,-35.20805555,20.4
246,28.8,78.0,RN,2007-09-10,NATAL,56.0,24.9,2.4,A304,-5.83722221,-35.20805555,22.6
247,28.4,77.6,RN,2007-09-11,NATAL,59.0,24.7,3.0,A304,-5.83722221,-35.20805555,21.8
248,28.6,77.7,RN,2007-09-12,NATAL,60.0,24.8,0.4,A304,-5.83722221,-35.20805555,22.4
249,28.2,74.0,RN,2007-09-13,NATAL,59.0,25.0,4.6,A304,-5.83722221,-35.20805555,22.5
250,28.7,77.3,RN,2007-09-14,NATAL,64.0,24.5,0.0,A304,-5.83722221,-35.20805555,21.3
251,27.8,77.1,RN,2007-09-15,NATAL,59.0,24.8,4.4,A304,-5.83722221,-35.20805555,21.9
252,28.4,79.1,RN,2007-09-16,NATAL,65.0,24.9,1.2,A304,-5.83722221,-35.20805555,21.7
253,28.9,78.5,RN,2007-09-17,NATAL,65.0,25.2,0.0,A304,-5.83722221,-35.20805555,22.2
254,28.7,74.7,RN,2007-09-18,NATAL,63.0,25.9,0.0,A304,-5.83722221,-35.20805555,24.5
255,28.9,74.4,RN,2007-09-19,NATAL,61.0,25.4,0.0,A304,-5.83722221,-35.20805555,21.7
256,28.5,68.9,RN,2007-09-20,NATAL,56.0,25.6,0.0,A304,-5.83722221,-35.20805555,22.2
